Country Code,Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Gini index,PPP,Unemployment,alcohol consumption,Gender Equality,Education expenditure from GDP,self employed,percent of married woman 15-49,Birth rate,suicide rate
DOM,Dominican Republic,2001,Developing,71.2,188.0,7,6.13,340.0239945,66.0,113,44.1,9,71.0,5.59,72.0,2.5,2862.154836,8697126.0,3.8,3.6,0.656,12.3,50.0,8.645861036,7.262,,,1.967829943,44.5234904,,24.317,3.9
DOM,Dominican Republic,2000,Developing,72.0,176.0,7,6.58,44.79247812,68.0,253,43.1,9,71.0,5.9,78.0,2.5,282.4242,8562622.0,3.8,3.7,0.651,12.2,51.5,8.164913046,6.432,7.90557,,1.888290048,42.94935609,64.7,24.842,3.9
ECU,Ecuador,2014,Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216537,1593112.0,1.2,1.1,0.737,14.0,45.0,0.564371586,3.48,,,5.260990143,42.94173225,74.7,19.339,8.8
ECU,Ecuador,2013,Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4,46.9,0.554461658,3.083,,,5.004640102,45.22904628,,20.1,9.6
ECU,Ecuador,2012,Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3,46.1,0.541296959,3.235,,,4.643070221,46.56866018,80.1,21.004,10.1
ECU,Ecuador,2011,Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,5223.351763,15177355.0,1.3,1.2,0.71,13.2,45.9,0.547755241,3.458,,,4.726890087,46.54648636,,21.702,9.8
ECU,Ecuador,2010,Developing,75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,48.8,0.540846647,4.088,4.12051,,4.507430077,44.90400352,,21.892,9.9
ECU,Ecuador,2009,Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.702,13.1,48.5,0.530848411,4.608,,,4.342420101,45.65532678,,22.142,10.5
ECU,Ecuador,2008,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0,49.8,0.503006047,3.917,,,,45.08708314,,22.379,10.5
ECU,Ecuador,2007,Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,53.4,0.481841781,3.142,,,,45.62069593,,22.637,10.2
ECU,Ecuador,2006,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8,52.3,0.48455772,3.55,,,,46.61800674,,22.898,10.0
ECU,Ecuador,2005,Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,321.942547,13735233.0,1.4,1.3,0.688,12.8,53.1,0.484216207,3.779,3.76136,,,46.59159511,,23.2,9.9
ECU,Ecuador,2004,Developing,74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7,53.9,0.490019458,5.002,,,,48.71597659,72.7,23.597,9.0
ECU,Ecuador,2003,Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6,53.5,0.489704702,5.662,,,,44.91573185,,24.019,8.5
ECU,Ecuador,2002,Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5,,0.464027065,,,,,46.43149627,,24.46,7.9
ECU,Ecuador,2001,Developing,73.4,158.0,9,4.13,14.5887403,69.0,2,44.3,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,,0.419071482,4.252,,,,48.17671845,,24.912,6.9
ECU,Ecuador,2000,Developing,72.8,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.668,12.4,56.4,0.312990518,4.8,4.17153,,1.150930047,47.74179578,,25.402,6.4
SLV,El Salvador,2014,Developing,73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,3988.771871,6281189.0,1.6,1.6,0.676,13.2,41.6,0.524313807,4.154,,,3.824160099,39.56972874,71.8,18.809,5.8
SLV,El Salvador,2013,Developing,73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,3895.664491,625777.0,1.6,1.6,0.675,13.2,43.4,0.5249421,3.693,,,3.801490068,41.93420306,,18.969,6.4
SLV,El Salvador,2012,Developing,73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2,41.8,0.518612146,3.843,,,3.712440014,41.77434698,,19.151,6.8
SLV,El Salvador,2011,Developing,72.0,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,3736.58713,619256.0,1.7,1.6,0.666,13.0,42.3,0.53724438,4.297,,,3.89854002,41.67173815,,19.372,8.0
SLV,El Salvador,2010,Developing,72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9,43.5,0.527166372,4.893,2.70792,,4.048079967,41.78310066,,19.428,6.1
SLV,El Salvador,2009,Developing,71.4,23.0,2,2.55,416.4338399,91.0,0,52.1,2,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8,45.8,0.529566759,7.33,,,4.659500122,41.93986416,,19.584,8.6
SLV,El Salvador,2008,Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,357.347674,61131.0,1.8,1.7,0.659,13.4,46.9,0.522170048,5.88,,,4.458109856,41.54872442,72.5,19.812,6.8
SLV,El Salvador,2007,Developing,71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9,45.2,0.508131604,6.41,,,3.60984993,41.4101103,,20.182,7.9
SLV,El Salvador,2006,Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.651,12.9,45.7,0.499748041,6.57,,,3.492980003,40.93347887,,20.689,6.6
SLV,El Salvador,2005,Developing,71.0,213.0,3,2.77,440.6027042,89.0,0,49.4,3,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7,48.5,0.495851495,7.22,3.09464,,3.177850008,43.05923152,,21.261,7.8
SLV,El Salvador,2004,Developing,70.0,215.0,3,2.9,398.6058322,9.0,0,48.6,3,9.0,7.3,9.0,0.3,2632.79942,6775.0,1.9,1.8,0.636,12.4,47.8,0.489702775,6.8,,,,41.39734249,,22.085,6.8
SLV,El Salvador,2003,Developing,69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0,50.5,0.481382403,6.9,,,3.134670019,42.16640934,67.3,23.257,6.5
SLV,El Salvador,2002,Developing,73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8,51.9,0.482088089,6.2,,,3.242840052,43.82114344,,24.484,5.3
SLV,El Salvador,2001,Developing,68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2338.772244,595962.0,2.1,2.0,0.615,11.6,51.4,0.48076536,6.96,,,,43.42516959,,25.995,6.8
SLV,El Salvador,2000,Developing,69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3,51.5,0.476480677,6.96,3.14422,,2.838680029,43.03167974,,27.465,6.2
GNQ,Equatorial Guinea,2014,Developing,57.9,32.0,3,0.01,13.40477417,2.0,13,24.0,4,24.0,3.8,2.0,4.4,192.59733,1129424.0,8.5,8.4,0.582,9.2,,320.7875366,,,,,83.06006778,,36.047,8.8
GNQ,Equatorial Guinea,2013,Developing,57.4,327.0,3,10.72,156.3907685,,321,23.5,4,3.0,3.73,3.0,5.7,2246.9938,183746.0,8.6,8.6,0.586,9.2,,319.5745544,,,,,82.56191838,,36.803,8.4
GNQ,Equatorial Guinea,2012,Developing,56.7,337.0,3,11.89,1500.412635,,1190,23.0,4,3.0,4.0,24.0,8.2,21557.6528,138593.0,8.7,8.7,0.583,9.2,,315.4372864,,,,,81.92645898,,37.458,10.0
GNQ,Equatorial Guinea,2011,Developing,56.2,344.0,3,10.99,1493.051277,,0,22.6,4,39.0,3.29,41.0,7.7,21451.88617,99429.0,8.9,8.8,0.58,9.2,,328.0908203,,,,,81.68361369,12.6,38.06,11.2
GNQ,Equatorial Guinea,2010,Developing,56.1,339.0,3,9.93,1192.696619,,0,22.1,4,59.0,3.84,44.0,7.2,17136.44568,95114.0,9.0,9.0,0.589,9.2,,322.9300804,,9.16365,,,81.45457293,,38.674,10.0
GNQ,Equatorial Guinea,2009,Developing,55.7,34.0,3,7.97,115.0692415,,78,21.7,4,57.0,5.32,43.0,7.3,1653.2937,99111.0,9.2,9.2,0.59,9.1,,304.5076679,,,,,81.19497008,,39.163,8.9
GNQ,Equatorial Guinea,2008,Developing,55.4,338.0,3,8.34,1705.678619,,436,21.3,4,55.0,2.31,42.0,6.3,22742.38159,868418.0,9.3,9.3,0.592,9.1,,289.8289365,,,,,81.09115943,,39.528,8.8
GNQ,Equatorial Guinea,2007,Developing,55.0,339.0,3,6.86,1024.519543,,5,2.9,4,54.0,2.25,41.0,5.9,15761.83913,829327.0,9.5,9.5,0.587,9.0,,282.4502763,,,,,81.68594609,,39.767,9.0
GNQ,Equatorial Guinea,2006,Developing,54.8,337.0,3,7.28,827.5979335,,0,2.5,4,52.0,2.13,4.0,5.3,12732.2759,792217.0,9.7,9.6,0.569,9.0,,282.5847215,,,,,82.20304529,,39.873,9.2
GNQ,Equatorial Guinea,2005,Developing,54.4,337.0,3,7.19,12.0661671,,0,2.2,4,5.0,1.63,39.0,4.9,185.63334,757317.0,9.8,9.8,0.563,8.7,,279.364299,,9.11411,,,82.93463367,,39.948,8.9
GNQ,Equatorial Guinea,2004,Developing,54.1,336.0,3,6.28,44.54768305,,38,19.8,4,48.0,2.4,38.0,4.4,685.34897,724817.0,1.0,1.0,0.553,8.5,,273.4431087,,,,,84.02607504,,39.967,9.3
GNQ,Equatorial Guinea,2003,Developing,53.8,334.0,3,7.13,309.7834587,,18,19.5,4,46.0,2.23,37.0,3.6,3577.176197,694611.0,1.2,1.1,0.554,8.4,,269.3961512,,,,,85.43235046,,40.047,9.7
GNQ,Equatorial Guinea,2002,Developing,53.5,334.0,3,6.01,234.7874207,,24,19.1,4,44.0,2.5,36.0,2.9,2711.17114,66647.0,1.4,1.3,0.542,8.2,,256.7113323,,,,,86.53259374,,40.285,10.1
GNQ,Equatorial Guinea,2001,Developing,53.1,334.0,3,5.07,197.7839552,,1339,18.7,4,43.0,1.78,35.0,2.3,2283.87939,639762.0,1.6,1.4,0.527,8.0,,242.3801914,,,,,87.83211004,,40.704,11.4
GNQ,Equatorial Guinea,2000,Developing,52.7,336.0,3,4.46,14.95451321,,0,18.3,4,41.0,2.73,34.0,1.9,172.68491,614323.0,1.7,1.6,0.0,0.0,,229.0184965,,7.75002,,,89.38343812,8.6,41.319,12.6
ERI,Eritrea,2014,Developing,64.4,261.0,5,0.01,0.0,94.0,127,18.0,8,94.0,3.34,94.0,0.4,,,8.5,8.3,0.416,5.0,,7.471286031,,,3.5,,72.57139076,,31.214,11.7
ERI,Eritrea,2013,Developing,64.0,266.0,6,0.01,0.0,94.0,45,17.5,8,94.0,3.1,94.0,0.5,,,8.6,8.4,0.414,5.0,,6.900190806,,,3.5,,73.30834193,,31.719,12.0
ERI,Eritrea,2012,Developing,63.6,274.0,6,0.01,0.0,94.0,194,17.0,8,94.0,2.98,94.0,0.6,,,8.7,8.6,0.41,5.0,,6.608834464,,,3.5,,73.03573212,,32.424,12.3
ERI,Eritrea,2011,Developing,62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0,,6.439523009,,,3.5,,73.18644832,,33.114,12.5
ERI,Eritrea,2010,Developing,62.1,298.0,6,0.61,17.35739784,9.0,51,16.0,9,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.404,5.1,,,,1.44598,3.5,,73.28527509,8.7,33.692,12.7
ERI,Eritrea,2009,Developing,61.4,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,8.9,0.402,5.2,,,,,3.5,,73.25116838,,34.402,13.0
ERI,Eritrea,2008,Developing,67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2,,,,,3.5,,72.77562215,,34.667,13.3
ERI,Eritrea,2007,Developing,62.0,329.0,6,1.23,11.42385961,91.0,55,14.7,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3,,,,,3.5,,72.32498681,,35.301,12.9
ERI,Eritrea,2006,Developing,59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,297.828588,466648.0,9.3,9.3,0.405,5.3,,,,,3.5,2.127000093,72.36676007,,36.24,13.2
ERI,Eritrea,2005,Developing,59.4,34.0,7,1.07,5.064688968,96.0,19,13.9,9,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,9.5,0.0,5.4,,,,1.24925,3.5,,72.28807667,,36.677,13.1
ERI,Eritrea,2004,Developing,59.1,342.0,7,0.64,10.26097341,84.0,24,13.6,10,98.0,3.14,98.0,1.8,287.4222243,3858623.0,9.6,9.6,0.0,5.0,,,,,,3.148969889,72.67448415,,37.272,13.0
ERI,Eritrea,2003,Developing,58.8,343.0,7,0.56,6.913998013,91.0,376,13.3,10,95.0,3.5,93.0,1.9,232.7945459,3738265.0,9.7,9.7,0.0,4.7,,,,,,,72.51334618,,36.8,12.8
ERI,Eritrea,2002,Developing,58.5,343.0,7,0.83,0.703132179,86.0,460,13.1,10,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.0,4.4,,,,,,3.523900032,72.3239561,8.0,37.239,13.7
ERI,Eritrea,2001,Developing,58.1,345.0,7,0.61,5.593619538,,204,12.8,10,89.0,3.95,86.0,2.0,215.139213,3497124.0,1.0,1.0,0.0,4.3,,,,,,4.047160149,72.39124262,,36.827,14.0
ERI,Eritrea,2000,Developing,45.3,593.0,7,0.83,0.735940361,,789,12.6,10,82.0,4.43,81.0,1.9,28.1969487,339281.0,1.2,1.1,0.0,3.9,,,,1.00396,,,72.66430758,,37.617,14.5
EST,Estonia,2014,Developing,77.3,122.0,0,0.01,2700.07305,93.0,0,59.4,0,93.0,6.38,93.0,0.1,19941.45532,1314545.0,1.9,1.9,0.86,16.5,34.6,0.598979,7.352,,,4.394330025,8.612981658,75.1,10.3,19.5
EST,Estonia,2013,Developing,76.9,127.0,0,0.01,261.2914808,93.0,2,59.0,0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5,35.1,0.59817,8.631,,,4.843880177,8.454010985,,10.3,18.9
EST,Estonia,2012,Developing,76.3,135.0,0,0.01,2263.103797,94.0,4,58.5,0,94.0,6.36,94.0,0.1,17421.8922,1322696.0,1.9,1.9,0.85,16.5,32.9,0.59806,10.021,,,4.717720032,8.200814632,,10.6,21.1
EST,Estonia,2011,Developing,76.1,138.0,0,0.01,2146.945741,94.0,7,58.0,0,93.0,5.83,93.0,0.1,17454.84342,1327439.0,1.9,2.0,0.838,16.4,32.5,0.58783,12.328,,,5.014490128,7.849289394,,11.1,18.2
EST,Estonia,2010,Developing,75.6,137.0,0,14.97,1802.017593,94.0,0,57.6,0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,2.0,0.833,16.2,32.0,0.58666,16.707,14.22937,,5.517789841,7.607165944,64.1,11.9,18.8
EST,Estonia,2009,Developing,74.9,156.0,0,15.04,1717.088711,95.0,0,57.1,0,95.0,6.93,95.0,0.1,14726.31828,1334515.0,2.0,2.0,0.836,16.1,31.4,0.599232,13.548,,,5.960050106,7.468828706,,11.8,23.3
EST,Estonia,2008,Developing,74.2,167.0,0,16.99,225.0723618,94.0,0,56.7,0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,2.1,0.835,16.1,31.9,0.625117,5.455,,,5.484039783,7.008975009,,12.0,19.4
EST,Estonia,2007,Developing,73.0,189.0,0,17.87,1904.12469,95.0,1,56.3,0,95.0,5.16,95.0,0.1,16586.452,13468.0,2.0,2.1,0.829,16.1,31.2,0.61451,4.592,,,4.619909763,6.88810614,,11.8,21.4
EST,Estonia,2006,Developing,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.822,16.1,33.7,0.584743,5.915,,,5.856762409,6.763049366,66.7,11.0,20.9
EST,Estonia,2005,Developing,72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9,33.4,0.554105,8.033,15.25045,,4.810269833,6.722739649,63.4,10.6,22.6
EST,Estonia,2004,Developing,72.3,195.0,0,15.07,101.1201161,9.0,0,55.2,0,95.0,5.13,94.0,0.1,885.465115,136255.0,2.2,2.3,0.805,15.7,33.6,0.538551,10.248,,,4.876749992,7.020689541,,10.3,26.5
EST,Estonia,2003,Developing,71.9,199.0,0,11.64,132.7233922,,0,54.9,0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,2.3,0.798,15.6,37.2,0.529838,11.288,,,5.273099899,6.730086349,,9.5,26.3
EST,Estonia,2002,Developing,71.2,211.0,0,11.48,7.806042825,,0,54.6,0,94.0,4.84,94.0,0.1,538.347781,137935.0,2.3,2.4,0.791,15.4,,0.526968,10.026,,,5.43460989,6.832632882,,9.4,29.3
EST,Estonia,2001,Developing,78.0,225.0,0,0.01,88.62945822,,0,54.3,0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.781,15.0,,0.533553,13.135,,,5.228459835,7.086213257,,9.1,30.3
EST,Estonia,2000,Developing,78.0,218.0,0,0.01,5.34809451,,9,54.0,0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764,14.4,,0.509319,13.93,10.45458,,5.339459896,7.062046051,,9.4,29.1
ETH,Ethiopia,2014,Developing,64.2,234.0,140,0.01,89.95805845,77.0,12739,17.2,202,75.0,4.88,77.0,0.6,571.1622759,97366774.0,1.5,1.3,0.435,8.4,,7.369002342,,,3.0,4.602019787,87.79845901,42.0,33.554,5.5
ETH,Ethiopia,2013,Developing,63.7,237.0,145,1.86,8.313282039,72.0,5253,16.8,211,7.0,5.19,72.0,0.9,52.1535887,94887724.0,1.6,1.4,0.427,8.4,,7.247707844,2.251,,3.0,4.498549938,88.22858769,,33.938,5.7
ETH,Ethiopia,2012,Developing,63.3,241.0,150,1.84,86.82551124,69.0,4347,16.4,221,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,1.5,0.422,8.4,,6.73075819,,,3.0,5.56678009,88.61993569,,34.845,6.1
ETH,Ethiopia,2011,Developing,62.6,249.0,156,1.32,67.77565369,65.0,3255,16.0,231,7.0,6.55,65.0,1.4,354.8463544,946756.0,1.9,1.6,0.411,8.2,,5.574746609,,,3.0,5.485760212,89.11204842,28.6,35.846,6.7
ETH,Ethiopia,2010,Developing,61.8,261.0,162,1.34,67.73374413,62.0,4235,15.6,243,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1,33.2,4.315748036,,1.66882,3.0,4.496590137,89.47830214,,36.528,7.1
ETH,Ethiopia,2009,Developing,68.0,274.0,169,1.17,53.77354001,56.0,1176,15.3,256,65.0,4.41,58.0,2.0,379.7566385,85416253.0,11.1,1.8,0.393,8.1,,4.05599448,,,3.0,4.422070026,89.79778265,,37.293,7.4
ETH,Ethiopia,2008,Developing,59.8,289.0,177,1.13,38.55783268,52.0,3511,14.9,270,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,1.9,0.378,7.6,,3.725514181,,,3.0,5.408199787,90.19819805,,38.46,7.6
ETH,Ethiopia,2007,Developing,58.5,39.0,186,1.06,30.46451811,47.0,1446,14.5,286,61.0,4.69,5.0,2.8,243.326822,8149.0,11.3,11.0,0.362,7.1,,2.679848449,,,3.0,5.451129913,90.59793014,,39.51,7.7
ETH,Ethiopia,2006,Developing,57.2,328.0,196,1.22,22.18952246,,1451,14.2,304,59.0,4.47,46.0,3.3,193.794956,7885689.0,11.4,11.1,0.346,6.6,,2.350977759,,,3.0,5.490960121,90.94088021,,40.232,7.8
ETH,Ethiopia,2005,Developing,56.0,343.0,206,0.99,18.03753133,,357,13.8,323,56.0,4.2,44.0,3.7,161.6266248,7672783.0,11.5,11.2,0.325,5.8,,2.161024313,2.497,1.39794,3.0,,91.23232374,14.7,40.997,8.1
ETH,Ethiopia,2004,Developing,55.0,354.0,217,0.86,1.506962482,,73,13.5,342,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31,5.4,29.8,2.031775013,,,,,91.11415857,,41.657,8.3
ETH,Ethiopia,2003,Developing,54.0,363.0,228,0.79,10.97201912,,228,13.2,360,55.0,4.64,37.0,4.4,118.8734466,72545144.0,11.6,11.5,0.306,5.2,,2.018991125,,,,,91.06481371,,42.306,8.6
ETH,Ethiopia,2002,Developing,53.2,369.0,237,0.8,10.82452594,,3332,12.9,377,55.0,4.73,35.0,4.6,111.3634356,7497192.0,11.7,11.6,0.298,4.9,,1.816442916,,,,3.632450104,90.78547793,,43.39,8.9
ETH,Ethiopia,2001,Developing,52.5,372.0,246,0.85,1.186227577,,2366,12.6,392,55.0,4.26,32.0,4.9,12.1789279,68492257.0,11.8,11.7,0.283,4.3,,1.83287871,,,,3.700289965,90.57835826,,44.029,9.3
ETH,Ethiopia,2000,Developing,51.2,391.0,253,0.88,11.59481766,,1660,12.3,404,55.0,4.36,3.0,5.0,123.876257,66537331.0,11.9,11.8,0.0,3.9,,2.053873941,,1.20279,,3.983109951,90.46560092,8.1,44.501,9.7
FJI,Fiji,2014,Developing,69.7,19.0,0,0.01,50.539484,99.0,0,61.9,0,99.0,4.49,99.0,0.1,546.3728,88586.0,4.0,3.7,0.727,15.2,,0.977249384,6.17,,,3.769609213,43.16321504,,21.683,9.7
FJI,Fiji,2013,Developing,69.6,192.0,0,0.01,460.6487805,99.0,0,61.1,0,99.0,4.26,99.0,0.1,4763.68956,879715.0,4.0,3.7,0.719,15.0,36.7,0.988539279,,,,3.882889986,44.25807403,,21.835,10.0
FJI,Fiji,2012,Developing,69.4,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,99.0,0.1,4546.73854,873596.0,4.0,3.7,0.714,14.9,,0.967795968,9.0,,,4.46150589,45.79136141,,21.925,10.0
FJI,Fiji,2011,Developing,69.2,197.0,0,0.01,401.7931045,99.0,0,59.5,0,99.0,4.6,99.0,0.1,4353.121392,86786.0,4.0,3.7,0.709,14.7,,1.016246796,4.406,,,4.17305994,47.08698637,,22.126,9.8
FJI,Fiji,2010,Developing,69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6,,0.9772059,8.91,2.84961,,,45.45989833,,22.664,9.6
FJI,Fiji,2009,Developing,68.9,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,99.0,0.1,3369.48247,851967.0,4.0,3.7,0.704,14.5,,0.957895614,8.72,,,4.498479843,44.1455845,,23.172,9.7
FJI,Fiji,2008,Developing,68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,99.0,0.1,4177.657789,84334.0,4.0,3.7,0.7,14.3,40.4,0.92551175,8.94,,,4.25357008,42.5793175,,23.614,9.6
FJI,Fiji,2007,Developing,68.6,29.0,0,2.09,5.889526221,99.0,0,56.6,0,99.0,3.74,99.0,0.1,478.82327,834812.0,4.1,3.8,0.698,14.2,,0.892066043,,,,5.894720078,40.88219692,,23.859,9.4
FJI,Fiji,2006,Developing,68.5,211.0,0,2.06,52.1241634,99.0,136,55.9,0,98.0,3.84,98.0,0.1,3749.939813,827411.0,4.1,3.8,0.695,14.0,,0.875459272,,,,5.655320168,39.69583074,,24.051,9.2
FJI,Fiji,2005,Developing,68.3,214.0,0,2.02,64.39203443,99.0,0,55.1,0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,3.8,0.699,13.9,,0.881738437,3.886,2.67437,,5.167059898,38.38110052,,23.796,9.5
FJI,Fiji,2004,Developing,68.1,218.0,0,1.63,43.99452464,99.0,37,54.2,0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,3.9,0.691,13.4,,0.890584459,4.7,,,6.209159851,38.56364104,,24.067,9.4
FJI,Fiji,2003,Developing,68.0,22.0,0,1.76,253.8196705,99.0,305,53.2,0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.689,13.3,,0.889283163,8.22,,,,38.9052576,,24.242,9.7
FJI,Fiji,2002,Developing,67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3,38.1,0.873040939,,,,6.275869846,38.97526558,,24.267,10.1
FJI,Fiji,2001,Developing,67.8,221.0,0,1.93,20.7119129,98.0,17,51.2,0,92.0,3.28,91.0,0.1,238.891729,814218.0,4.3,4.0,0.683,13.2,,0.880180387,,,,5.643109798,39.26599283,,24.289,10.4
FJI,Fiji,2000,Developing,67.7,221.0,0,2.05,31.25834616,98.0,0,5.2,0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,4.0,0.681,13.1,,0.867970283,,2.40679,,5.877739906,39.46108904,,24.34,10.6
FIN,Finland,2014,Developing,89.0,78.0,0,8.8,6164.455402,,0,61.7,0,98.0,9.68,98.0,0.1,49914.61864,5461512.0,0.9,0.8,0.89,17.0,26.8,0.978455,8.663,,,7.102369785,14.00065683,,10.5,15.4
FIN,Finland,2013,Developing,87.0,79.0,0,8.97,6115.496624,,2,61.4,0,98.0,9.55,98.0,0.1,49638.7713,5438972.0,0.9,0.8,0.887,17.0,27.2,0.982728,8.193,,,7.124040127,13.43835744,,10.7,17.2
FIN,Finland,2012,Developing,84.0,82.0,0,9.24,5889.012536,,0,61.0,0,99.0,9.3,99.0,0.1,47415.55987,5413971.0,0.9,0.8,0.884,17.0,27.1,0.99038,7.689,,,7.148039818,13.57702161,,11.0,17.0
